latitude,longitude,weatherstationtype,weatherstationurl,weatherstationairportid,state
40.1643889,-105.1636389,AWOS III,https://www.aviationweather.gov/metar/data?ids=KLMO&format=raw&date=0&hours=36,KLMO,CO
38.2388,-108.5633,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAIB&format=raw&date=0&hours=36,KAIB,CO
37.286,-107.056,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPSO&format=raw&date=0&hours=36,KPSO,CO
38.5383,-106.0486,AWOS III,https://www.aviationweather.gov/metar/data?ids=KANK&format=raw&date=0&hours=36,KANK,CO
40.5163,-106.8663,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSBS&format=raw&date=0&hours=36,KSBS,CO
40.6153,-103.2649,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSTK&format=raw&date=0&hours=36,KSTK,CO
37.9538,-107.9085,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTEX&format=raw&date=0&hours=36,KTEX,CO
40.7504,-106.2715,AWOS III,https://www.aviationweather.gov/metar/data?ids=K33V&format=raw&date=0&hours=36,K33V,CO
37.696515,-104.7847853,AWOS III,http://weather.noaa.gov/,K4V1,CO
40.1003333,-102.2411666,AWOS III,https://www.aviationweather.gov/metar/data?ids=K2V5&format=raw&date=0&hours=36,K2V5,CO
40.1055,-102.7145,AWOS III,https://www.aviationweather.gov/metar/data?ids=K2V6&format=raw&date=0&hours=36,K2V6,CO
41.3839,-72.5059,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSNC&format=raw&date=0&hours=36,KSNC,CT
41.81975,-71.9009722,AWOS III,http://weather.noaa.gov/,KLZD,CT
41.217318,-73.25539,AWOS III,http://weather.noaa.gov/,CT41,CT
39.2186944,-75.6004722,AWOS III,https://aviationweather.gov/metar/data?ids=k33n&format=raw&date=&hours=36,K33N,DE
39.487097,-75.68584,AWOS III,http://weather.noaa.gov/,KEVY,DE
27.5912999,-81.5289668,AWOS III,http://weather.noaa.gov/,KAVO,FL
27.94336,-81.783417,AWOS III,https://www.aviationweather.gov/metar/data?ids=KBOW&format=raw&date=0&hours=36,KBOW,FL
26.3785,-80.1076944,AWOS III,https://www.aviationweather.gov/metar/data?ids=KBCT&format=raw&date=0&hours=36,KBCT,FL
28.8676111,-82.5741111,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCGC&format=raw&date=0&hours=36,KCGC,FL
25.8618056,-80.897,AWOS III,http://weather.noaa.gov/,KTNT,FL
29.067,-81.2838,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDED&format=raw&date=0&hours=36,KDED,FL
30.6118333,-81.4611944,AWOS III,https://www.aviationweather.gov/metar/data?ids=KFHB&format=raw&date=0&hours=36,KFHB,FL
26.4332,-81.401,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIMM&format=raw&date=0&hours=36,KIMM,FL
28.8036111,-82.3182778,AWOS III,https://www.aviationweather.gov/metar/data?ids=KINF&format=raw&date=0&hours=36,KINF,FL
30.21869,-81.876718,AWOS III,https://www.aviationweather.gov/metar/data?ids=KVQQ&format=raw&date=0&hours=36,KVQQ,FL
30.2778,-81.8059,AWOS III,https://www.aviationweather.gov/metar/data?ids=KHEG&format=raw&date=0&hours=36,KHEG,FL
29.8448,-82.0475,AWOS III,https://www.aviationweather.gov/metar/data?ids=K42J&format=raw&date=0&hours=36,K42J,FL
30.186117,-82.636955,AWOS III,https://www.aviationweather.gov/metar/data?ids=KLCQ&format=raw&date=0&hours=36,KLCQ,FL
27.8938889,-81.6204167,AWOS III,https://www.aviationweather.gov/metar/data?ids=KX07&format=raw&date=0&hours=36,KX07,FL
30.3001,-83.0247,AWOS III,https://www.aviationweather.gov/metar/data?ids=K24J&format=raw&date=0&hours=36,K24J,FL
28.3416,-80.6855,AWOS III,http://weather.noaa.gov/,KCOI,FL
25.4992306,-80.5542445,AWOS III,http://weather.noaa.gov/,KX51,FL
29.0556944,-80.9489167,AWOS III,https://www.aviationweather.gov/metar/data?ids=KEVB&format=raw&date=0&hours=36,KEVB,FL
26.8459167,-80.2223333,AWOS III,https://www.aviationweather.gov/metar/data?ids=KF45&format=raw&date=0&hours=36,KF45,FL
27.2628,-80.8498,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOBE&format=raw&date=0&hours=36,KOBE,FL
29.3006,-81.1136,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOMN&format=raw&date=0&hours=36,KOMN,FL
29.6583825,-81.6895031,AWOS III,https://www.aviationweather.gov/metar/data?ids=K28J&format=raw&date=0&hours=36,K28J,FL
29.4657003,-81.2087181,AWOS III,https://www.aviationweather.gov/metar/data?ids=KFIN&format=raw&date=0&hours=36,KFIN,FL
28.0002,-82.1642,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPCM&format=raw&date=0&hours=36,KPCM,FL
27.4564,-81.3424,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSEF&format=raw&date=0&hours=36,KSEF,FL
27.194125,-80.209528,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSUA&format=raw&date=0&hours=36,KSUA,FL
27.9156,-82.4493,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTPF&format=raw&date=0&hours=36,KTPF,FL
28.014,-82.3453,AWOS III,https://www.aviationweather.gov/metar/data?ids=KVDF&format=raw&date=0&hours=36,KVDF,FL
28.6223,-80.8357,AWOS III,http://weather.noaa.gov/,KX21,FL
27.0716,-82.4403,AWOS III,https://www.aviationweather.gov/metar/data?ids=KVNC&format=raw&date=0&hours=36,KVNC,FL
32.1108,-84.1888,AWOS III,https://www.aviationweather.gov/metar/data?ids=KACJ&format=raw&date=0&hours=36,KACJ,GA
33.6325,-83.8496,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCVC&format=raw&date=0&hours=36,KCVC,GA
33.9120431,-84.9406194,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPUJ&format=raw&date=0&hours=36,KPUJ,GA
34.6885,-85.2903056,AWOS III,https://www.aviationweather.gov/metar/data?ids=K9A5&format=raw&date=0&hours=36,K9A5,GA
34.8545,-83.9973,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDZJ&format=raw&date=0&hours=36,KDZJ,GA
31.2588,-81.4665,AWOS III,https://www.aviationweather.gov/metar/data?ids=KBQK&format=raw&date=0&hours=36,KBQK,GA
32.5697711,-84.2451758,AWOS III,https://www.aviationweather.gov/metar/data?ids=K6A1&format=raw&date=0&hours=36,K6A1,GA
34.4553889,-84.9391667,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCZL&format=raw&date=0&hours=36,KCZL,GA
34.3122175,-84.4221556,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCNI&format=raw&date=0&hours=36,KCNI,GA
33.631,-85.152,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCTJ&format=raw&date=0&hours=36,KCTJ,GA
32.195,-81.8695,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCWV&format=raw&date=0&hours=36,KCWV,GA
34.4998483,-83.5566701,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAJR&format=raw&date=0&hours=36,KAJR,GA
31.4767,-82.8605,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDQH&format=raw&date=0&hours=36,KDQH,GA
32.5644,-82.9853,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDBN&format=raw&date=0&hours=36,KDBN,GA
32.2143,-83.128,AWOS III,https://www.aviationweather.gov/metar/data?ids=KEZM&format=raw&date=0&hours=36,KEZM,GA
34.0952,-82.8159,AWOS III,https://www.aviationweather.gov/metar/data?ids=KEBA&format=raw&date=0&hours=36,KEBA,GA
34.6281944,-84.5265556,AWOS III,https://www.aviationweather.gov/metar/data?ids=K49A&format=raw&date=0&hours=36,K49A,GA
31.6837,-83.2705,AWOS III,https://aviationweather.gov/metar/data?ids=KFZG&format=raw&hours=36&taf=off&layout=on&date=0,KFZG,GA
33.5977,-83.139,AWOS III,https://www.aviationweather.gov/metar/data?ids=K3J7&format=raw&date=0&hours=36,K3J7,GA
33.227,-84.2749,AWOS III,https://www.aviationweather.gov/metar/data?ids=K6A2&format=raw&date=0&hours=36,K6A2,GA
33.3891,-84.3324,AWOS III,https://www.aviationweather.gov/metar/data?ids=K4A7&format=raw&date=0&hours=36,KHMP,GA
31.8846667,-82.6473889,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAZE&format=raw&date=0&hours=36,KAZE,GA
31.0568889,-82.7752778,AWOS III,https://www.aviationweather.gov/metar/data?ids=KHOE&format=raw&date=0&hours=36,KHOE,GA
34.1761389,-83.5616944,AWOS III,https://www.aviationweather.gov/metar/data?ids=KJCA&format=raw&date=0&hours=36,KJCA,GA
33.0089,-85.0726,AWOS III,https://www.aviationweather.gov/metar/data?ids=KLGC&format=raw&date=0&hours=36,KLGC,GA
33.1542,-83.2407,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMLJ&format=raw&date=0&hours=36,KMLJ,GA
32.5106,-83.7673,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPXE&format=raw&date=0&hours=36,KPXE,GA
32.9667222,-82.8381667,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOKZ&format=raw&date=0&hours=36,KOKZ,GA
32.4827,-81.7369,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTBR&format=raw&date=0&hours=36,KTBR,GA
32.6091,-82.3699,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSBO&format=raw&date=0&hours=36,KSBO,GA
32.6453,-81.5971,AWOS III,https://aviationweather.gov/metar/data?ids=KJYL&format=raw&hours=36&taf=off&layout=on&date=0,KJYL,GA
32.955,-84.2641,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOPN&format=raw&date=0&hours=36,KOPN,GA
33.5297,-82.5165,AWOS III,https://www.aviationweather.gov/metar/data?ids=KHQU&format=raw&date=0&hours=36,KHQU,GA
34.5928117,-83.2963717,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTOC&format=raw&date=0&hours=36,KTOC,GA
32.1927,-82.3712,AWOS III,https://www.aviationweather.gov/metar/data?ids=KVDI&format=raw&date=0&hours=36,KVDI,GA
33.7794,-82.8158,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIIY&format=raw&date=0&hours=36,KIIY,GA
31.2491,-82.3955,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAYS&format=raw&date=0&hours=36,KAYS,GA
33.9829,-83.6674,AWOS III,https://www.aviationweather.gov/metar/data?ids=KWDR&format=raw&date=0&hours=36,KWDR,GA
42.24975,-111.3416389,AWOS III,https://aviationweather.gov/metar/data?ids=k1u7&format=raw&date=&hours=36,K1U7,ID
43.5044,-114.2962,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSUN&format=raw&date=0&hours=36,KSUN,ID
45.9425556,-116.1234167,AWOS III,https://www.aviationweather.gov/metar/data?ids=KGIC&format=raw&date=0&hours=36,KGIC,ID
43.5813333,-116.5230556,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMAN&format=raw&date=0&hours=36,KMAN,ID
48.2995,-116.5601,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSZT&format=raw&date=0&hours=36,KSZT,ID
38.8903,-90.046,AWOS III,https://www.aviationweather.gov/metar/data?ids=KALN&format=raw&date=0&hours=36,KALN,IL
37.0645,-89.2196,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCIR&format=raw&date=0&hours=36,KCIR,IL
38.0895,-88.1231,AWOS III,https://www.aviationweather.gov/metar/data?ids=KCUL&format=raw&date=0&hours=36,KCUL,IL
38.5151,-89.0911,AWOS III,https://www.aviationweather.gov/metar/data?ids=KENL&format=raw&date=0&hours=36,KENL,IL
41.5349,-87.5295,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIGQ&format=raw&date=0&hours=36,KIGQ,IL
41.9893408,-88.1012428,AWOS III,https://aviationweather.gov/metar/data?ids=k06c&format=raw&date=0&hours=36,K06C,IL
40.1992,-87.5959,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDNV&format=raw&date=0&hours=36,KDNV,IL
41.9337,-88.7057,AWOS III,https://www.aviationweather.gov/metar/data?ids=KDKB&format=raw&date=0&hours=36,KDKB,IL
39.0705,-88.5335,AWOS III,https://www.aviationweather.gov/metar/data?ids=K1H2&format=raw&date=0&hours=36,K1H2,IL
38.3786,-88.4127,AWOS III,https://www.aviationweather.gov/metar/data?ids=KFWC&format=raw&date=0&hours=36,KFWC,IL
38.6649,-88.453,AWOS III,https://www.aviationweather.gov/metar/data?ids=KFOA&format=raw&date=0&hours=36,KFOA,IL
42.2462,-89.582,AWOS III,https://www.aviationweather.gov/metar/data?ids=KFEP&format=raw&date=0&hours=36,KFEP,IL
40.938,-90.4311,AWOS III,https://www.aviationweather.gov/metar/data?ids=KGBG&format=raw&date=0&hours=36,KGBG,IL
37.8113,-88.5503,AWOS III,https://www.aviationweather.gov/metar/data?ids=KHSB&format=raw&date=0&hours=36,KHSB,IL
39.7746,-90.2383,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIJX&format=raw&date=0&hours=36,KIJX,IL
41.5178,-88.1755,AWOS III,https://www.aviationweather.gov/metar/data?ids=KJOT&format=raw&date=0&hours=36,KJOT,IL
41.0714,-87.8463,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIKK&format=raw&date=0&hours=36,KIKK,IL
41.0193,-89.3864,AWOS III,https://www.aviationweather.gov/metar/data?ids=KC75&format=raw&date=0&hours=36,KC75,IL
40.1587,-89.335,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAAA&format=raw&date=0&hours=36,KAAA,IL
39.1625,-89.6746,AWOS III,https://www.aviationweather.gov/metar/data?ids=K3LF&format=raw&date=0&hours=36,K3LF,IL
40.5201,-90.6524,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMQB&format=raw&date=0&hours=36,KMQB,IL
37.755,-89.0111,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMWA&format=raw&date=0&hours=36,KMWA,IL
37.1859,-88.7506,AWOS III,https://www.aviationweather.gov/metar/data?ids=KM30&format=raw&date=0&hours=36,KM30,IL
38.6065,-87.7267,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAJG&format=raw&date=0&hours=36,KAJG,IL
38.7218,-88.1764,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOLY&format=raw&date=0&hours=36,KOLY,IL
39.7002,-87.6696,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPRG&format=raw&date=0&hours=36,KPRG,IL
41.3519,-89.1531,AWOS III,https://www.aviationweather.gov/metar/data?ids=KVYS&format=raw&date=0&hours=36,KVYS,IL
39.6389,-90.7784,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPPQ&format=raw&date=0&hours=36,KPPQ,IL
40.9244,-88.6239,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPNT&format=raw&date=0&hours=36,KPNT,IL
40.2936,-88.1424,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTIP&format=raw&date=0&hours=36,KTIP,IL
39.016,-87.6498,AWOS III,https://www.aviationweather.gov/metar/data?ids=KRSV&format=raw&date=0&hours=36,KRSV,IL
41.893,-89.0783,AWOS III,https://www.aviationweather.gov/metar/data?ids=KRPJ&format=raw&date=0&hours=36,KRPJ,IL
41.6073,-88.0962,AWOS III,https://www.aviationweather.gov/metar/data?ids=KLOT&format=raw&date=0&hours=36,KLOT,IL
38.6429,-88.9642,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSLO&format=raw&date=0&hours=36,KSLO,IL
42.0458,-90.1079,AWOS III,https://www.aviationweather.gov/metar/data?ids=KSFY&format=raw&date=0&hours=36,KSFY,IL
39.5342,-89.3278,AWOS III,https://www.aviationweather.gov/metar/data?ids=KTAZ&format=raw&date=0&hours=36,KTAZ,IL
40.1086,-85.613,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAID&format=raw&date=0&hours=36,KAID,IN
41.6396983,-85.0834933,AWOS III,https://www.aviationweather.gov/metar/data?ids=KANQ&format=raw&date=0&hours=36,KANQ,IN
41.3071667,-85.0643611,AWOS III,https://www.aviationweather.gov/metar/data?ids=KGWB&format=raw&date=0&hours=36,KGWB,IN
39.3445,-85.2583,AWOS III,https://aviationweather.gov/metar/data?ids=KHLB&format=raw&hours=36&taf=off&layout=on&date=0,KHLB,IN
38.84,-86.4454,AWOS III,http://weather.noaa.gov/,KBFR,IN
39.2619,-85.8963,AWOS III,https://www.aviationweather.gov/metar/data?ids=KBAK&format=raw&date=0&hours=36,KBAK,IN
39.6985,-85.1297,AWOS III,http://weather.noaa.gov/,KCEV,IN
41.7194,-86.0032,AWOS III,https://www.aviationweather.gov/metar/data?ids=KEKM&format=raw&date=0&hours=36,KEKM,IN
41.1433611,-85.1527778,AWOS III,http://weather.noaa.gov/,KSMD,IN
40.2734,-86.5622,AWOS III,https://aviationweather.gov/metar/data?ids=KFKR&format=raw&hours=36&taf=off&layout=on&date=0,KFKR,IN
38.5062,-86.6369,AWOS III,https://aviationweather.gov/metar/data?ids=KFRH&format=raw&hours=36&taf=off&layout=on&date=0,KFRH,IN
39.7659,-86.1489,AWOS III,http://weather.noaa.gov/,K8A4,IN
39.9352,-86.045,AWOS III,http://weather.noaa.gov/,KUMP,IN
39.8435,-85.8971,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMQJ&format=raw&date=0&hours=36,KMQJ,IN
38.3654,-85.7382,AWOS III,https://aviationweather.gov/metar/data?ids=kjvy&format=raw&date=&hours=36,KJVY,IN
41.3301944,-86.6648056,AWOS III,https://www.aviationweather.gov/metar/data?ids=KOXI&format=raw&date=0&hours=36,KOXI,IN
41.5725,-86.7345,AWOS III,https://www.aviationweather.gov/metar/data?ids=KPPO&format=raw&date=0&hours=36,KPPO,IN
38.7589,-85.4655,AWOS III,https://www.aviationweather.gov/metar/data?ids=KIMS&format=raw&date=0&hours=36,KIMS,IN
40.4899,-85.6797,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMZZ&format=raw&date=0&hours=36,KMZZ,IN
41.7033169,-86.8212417,AWOS III,https://www.aviationweather.gov/metar/data?ids=KMGC&format=raw&date=0&hours=36,KMGC,IN
39.0456,-85.6053,AWOS III,http://weather.noaa.gov/,KOVO,IN
41.3651307,-86.3002574,AWOS III,http://aviationweather.gov/metar/data?ids=kc65&format=raw&date=0&hours=36,KC65,IN
40.4508,-84.9901,AWOS III,https://aviationweather.gov/metar/data?ids=KPLD&format=raw&hours=36&taf=off&layout=on&date=0,KPLD,IN
39.7572,-84.8428,AWOS III,https://aviationweather.gov/metar/data?ids=KRID&format=raw&hours=36&taf=off&layout=on&date=0,KRID,IN
41.0656,-86.1817,AWOS III,https://www.aviationweather.gov/metar/data?ids=KRCR&format=raw&date=0&hours=36,KRCR,IN
38.9247,-85.9084,AWOS III,http://weather.noaa.gov/,KSER,IN
41.2747,-85.8401,AWOS III,https://www.aviationweather.gov/metar/data?ids=KASW&format=raw&date=0&hours=36,KASW,IN
43.0779,-94.272,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAXA&format=raw&date=0&hours=36,KAXA,IA
41.6914,-93.5664,AWOS III,https://aviationweather.gov/metar/data?ids=KIKV&format=raw&date=0&hours=36,KIKV,IA
41.4073,-95.0469,AWOS III,https://www.aviationweather.gov/metar/data?ids=KAIO&format=raw&date=0&hours=36,KAIO,IA
